date,AAPL,ABT,ADBE,AMD,AMGN,AMZN,AXP,BA,BAC,BIL,BMY,C,CAT,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DIS,DUK,EFA,FDX,GE,GILD,GLD,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LOW,MA,MCD,META,MMM,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,QCOM,SBUX,SLB,SO,SPY,T,TGT,TLT,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2020-05-07,73.324,84.298,366.78,51.95,192.558,118.381,80.395,128.65,19.625,77.338,48.414,36.153,95.839,28.026,33.788,279.288,167.011,34.719,70.377,125.597,103.141,62.787,45.996,83.952,29.605,61.373,161.39,67.862,157.532,196.98,109.89,90.496,52.747,124.076,77.853,36.933,142.565,100.408,269.153,156.687,209.421,97.652,59.279,32.263,174.026,45.439,47.958,43.653,80.656,7.583,48.362,108.183,26.06,96.4,68.865,66.402,14.576,42.71,263.768,14.549,95.381,138.2,52.003,96.106,256.096,136.138,71.587,26.446,174.666,39.031,22.056,37.519,33.512
2020-05-08,75.069,84.038,367.51,53.19,193.787,118.98,82.963,133.44,20.252,77.338,48.422,37.513,100.145,28.774,34.657,280.149,172.909,36.079,72.527,126.52,106.648,63.936,46.778,86.613,30.477,61.278,160.42,68.609,160.185,201.256,113.299,91.81,53.192,125.01,79.125,38.184,143.069,102.48,272.99,156.782,210.501,99.508,59.906,33.319,175.05,47.058,49.08,43.555,82.386,7.773,49.253,110.387,26.243,99.649,70.376,68.036,15.726,43.64,268.132,15.002,97.459,136.403,54.628,97.248,257.894,137.916,73.13,26.872,176.931,40.028,22.231,37.842,34.982
2020-05-11,76.25,86.164,371.42,55.74,200.323,120.45,79.097,128.91,19.402,77.347,49.699,35.691,97.018,28.483,34.005,284.169,179.563,36.356,70.932,124.572,105.29,63.843,46.737,84.542,29.993,63.895,159.42,69.563,158.258,203.084,111.123,91.511,53.602,125.354,76.795,37.712,147.766,101.726,271.82,156.479,211.324,97.645,61.09,33.111,177.002,47.009,48.578,44.052,82.814,8.025,49.217,110.51,26.864,99.099,70.306,66.289,15.125,43.955,268.187,14.795,101.119,135.338,54.086,97.146,259.412,136.687,72.42,25.789,175.469,39.606,21.663,38.067,34.648
2020-05-12,75.379,84.128,365.1,53.76,195.76,117.848,77.067,125.22,18.792,77.347,50.246,34.298,93.794,27.845,33.45,279.142,174.521,36.272,69.207,120.102,102.154,64.015,46.144,81.363,29.072,61.642,160.04,68.155,153.117,199.942,105.586,89.772,52.051,123.698,74.286,37.115,146.992,99.797,263.005,152.725,208.271,94.824,60.526,31.939,172.993,44.561,48.696,43.182,80.383,7.763,48.058,109.326,26.342,98.446,68.507,64.961,14.881,43.726,262.842,14.549,100.455,136.727,53.961,94.449,258.523,134.195,71.603,24.475,171.559,38.946,21.016,38.101,34.069
2020-05-13,74.469,82.657,358.56,52.18,195.446,118.396,72.331,121.5,17.933,77.347,50.183,32.881,93.329,27.545,32.091,276.669,166.755,35.206,67.384,116.195,100.552,64.022,45.79,78.631,28.054,60.938,161.58,66.824,148.442,197.539,101.763,86.391,51.472,123.69,71.725,36.387,147.188,99.071,260.154,149.507,203.315,91.206,61.075,30.75,170.377,42.454,49.163,43.827,78.343,7.741,47.488,109.342,26.123,97.904,68.14,64.323,13.809,42.364,258.193,14.146,100.244,137.684,52.731,92.233,249.806,133.105,69.976,22.773,169.567,38.518,19.696,38.079,32.378
2020-05-14,74.926,82.316,355.39,54.51,196.395,119.442,77.688,122.52,18.654,77.355,50.58,34.063,94.857,28.168,32.123,274.472,164.16,36.801,68.409,117.1,103.473,65.094,45.354,78.465,27.618,61.072,163.01,67.247,150.732,201.299,105.915,87.301,52.666,124.118,74.704,36.188,148.302,99.035,268.031,151.747,205.01,91.119,62.768,31.432,171.116,44.6,49.614,44.195,78.825,7.99,48.647,109.441,26.737,97.81,69.774,64.821,14.027,43.12,261.283,14.393,100.917,139.031,53.555,93.316,261.137,132.844,70.708,24.103,173.215,38.56,21.033,37.99,32.664
2020-05-15,74.483,80.621,365.3,54.2,199.569,120.489,76.215,120.0,18.422,77.338,50.833,33.95,96.402,28.294,32.879,273.986,168.416,37.153,67.733,116.371,106.541,64.216,45.395,77.322,26.601,60.305,163.93,68.05,148.503,205.462,104.548,87.324,51.953,126.472,73.321,35.824,149.098,102.076,269.607,150.363,209.044,92.928,62.557,31.0,173.609,43.312,48.678,45.419,79.226,8.448,48.656,111.801,26.624,98.497,66.192,64.795,13.897,41.869,262.484,14.257,101.759,138.674,53.278,91.531,261.452,131.798,70.199,23.724,175.695,38.42,20.421,38.766,32.432
2020-05-18,76.238,80.962,367.97,54.59,193.745,121.313,81.952,135.44,19.703,77.338,50.445,36.987,102.744,30.003,35.075,277.237,169.566,37.816,71.341,127.351,114.162,67.166,47.231,85.714,30.38,59.119,162.69,68.65,157.152,210.63,113.409,90.743,53.415,126.54,77.205,37.24,147.909,104.723,280.2,155.571,211.334,100.017,62.51,33.485,175.268,44.785,50.302,45.258,82.915,8.706,48.867,111.448,26.843,99.872,69.835,66.603,15.639,43.367,270.479,14.831,105.343,135.629,54.242,96.757,263.608,138.665,74.109,25.488,183.25,39.129,22.214,39.295,35.011
2020-05-19,75.798,79.123,372.2,55.47,188.959,122.466,80.886,130.44,19.084,77.338,49.739,35.983,100.118,30.097,34.327,278.949,173.046,37.438,69.082,125.735,111.739,65.877,46.581,82.55,30.09,57.205,164.26,68.116,153.653,204.406,110.0,89.795,53.745,125.279,75.685,36.884,146.729,104.848,281.002,155.346,214.992,99.421,60.808,32.696,174.054,44.005,49.245,45.104,83.343,8.761,48.123,108.331,26.568,96.632,68.219,66.28,14.907,42.689,267.701,14.584,104.184,136.137,53.867,95.286,259.736,138.787,74.363,24.737,181.316,38.188,20.937,38.461,33.93
2020-05-20,77.272,80.8,383.63,56.39,189.325,124.897,84.103,133.32,19.685,77.338,48.922,36.825,103.343,30.854,35.518,279.206,173.921,38.135,71.688,131.424,117.161,65.893,47.552,84.147,31.107,58.431,164.65,69.839,156.772,204.484,113.401,90.608,56.25,124.152,77.956,38.001,143.386,104.956,288.802,159.265,227.968,100.292,60.291,34.134,176.469,45.487,49.734,44.767,84.654,8.925,48.637,107.944,26.532,97.354,70.437,67.94,15.866,43.693,272.249,14.901,101.19,136.544,54.371,99.345,258.783,144.687,74.942,25.565,185.625,38.104,21.436,38.615,35.034
2020-05-21,76.696,81.07,382.17,54.65,186.757,122.337,83.269,139.0,19.677,77.347,48.494,36.444,101.887,30.68,35.172,276.514,172.279,37.464,70.948,131.886,115.119,65.126,47.0,83.255,31.398,58.123,162.25,69.719,155.614,206.793,114.785,88.921,55.252,123.337,76.966,37.405,142.59,108.231,284.414,160.113,229.376,98.668,60.024,33.502,174.349,44.102,48.903,43.625,85.847,8.731,48.012,107.081,26.271,95.928,68.14,68.193,15.5,42.897,270.369,14.992,100.387,136.885,55.173,95.946,257.813,142.56,75.042,25.457,182.522,37.9,21.383,38.473,34.409
2020-05-22,77.19,82.038,385.26,55.17,188.128,121.844,82.805,137.53,19.471,77.338,48.216,35.715,100.466,30.515,34.818,276.935,174.825,37.682,69.591,129.946,115.305,65.83,46.869,84.139,31.059,57.996,163.21,70.041,155.467,207.652,116.027,88.376,55.501,122.211,76.368,37.289,141.542,109.675,285.043,159.533,232.865,99.094,59.883,33.361,174.425,43.829,49.96,42.932,85.383,8.981,48.38,107.303,26.441,96.77,68.751,67.818,15.317,43.494,270.883,15.047,99.38,137.709,54.459,95.92,260.535,143.929,75.369,25.464,182.752,37.991,21.13,38.27,34.44
2020-05-26,76.667,80.253,376.63,53.19,184.78,121.093,87.431,144.73,20.863,77.347,47.843,39.012,104.879,31.129,35.131,279.105,173.518,37.631,71.919,136.706,118.167,65.498,48.21,89.756,32.948,57.87,160.89,70.444,169.404,208.167,120.829,90.892,55.573,122.372,81.788,38.167,138.545,110.877,293.181,159.905,230.179,102.911,60.581,36.32,172.581,44.668,50.059,41.477,87.997,8.674,48.527,106.702,26.434,96.28,68.157,67.94,16.031,43.558,274.22,15.521,97.375,135.862,54.591,97.865,264.983,148.059,75.642,27.707,185.012,38.132,22.957,38.125,35.451
2020-05-27,77.001,81.401,375.17,52.74,186.782,120.52,93.836,149.52,22.323,77.338,47.907,42.324,109.354,31.452,35.936,280.213,173.597,38.571,72.381,141.629,118.734,66.217,48.794,93.797,35.322,59.23,161.18,70.39,181.155,212.356,123.871,93.714,56.66,122.651,86.526,38.697,136.429,114.842,289.74,162.397,227.145,107.018,60.808,38.955,172.809,48.228,51.516,41.989,90.957,8.482,48.913,107.574,26.377,97.879,69.267,68.674,16.598,43.837,278.3,16.039,99.312,135.613,54.682,99.633,272.963,151.493,77.629,29.091,184.629,38.722,24.434,37.701,35.706
2020-05-28,77.035,82.603,379.83,51.74,186.217,120.055,90.898,149.82,21.361,77.338,47.439,39.813,107.854,31.153,34.6,283.464,178.02,38.269,70.046,141.444,114.064,67.886,49.255,94.315,32.851,59.562,161.72,70.289,173.863,210.45,123.013,92.96,55.002,124.412,85.237,38.995,141.064,114.941,292.185,163.27,223.497,106.118,61.976,36.91,172.419,45.322,53.701,41.344,89.672,8.444,49.299,108.791,26.92,99.744,68.236,68.622,16.371,45.351,277.787,15.641,100.175,135.114,53.721,97.984,273.142,149.425,77.707,28.233,186.008,39.129,23.796,38.073,34.78
2020-05-29,76.96,85.132,386.6,53.8,190.845,122.118,88.126,145.85,20.725,77.338,47.367,38.801,107.309,31.192,33.933,282.466,171.817,40.132,70.686,140.484,114.601,67.728,49.082,93.891,31.834,61.547,162.91,71.046,170.837,213.318,121.587,93.236,56.099,125.918,83.06,38.656,143.218,116.942,290.822,162.26,223.131,105.861,63.294,36.744,174.178,46.726,54.598,41.973,90.006,8.831,49.437,108.183,26.927,99.623,70.656,68.141,16.092,45.479,279.025,15.541,103.474,136.078,55.667,100.411,273.933,148.855,77.699,27.498,186.946,40.295,23.14,38.187,35.112
2020-06-01,77.906,83.419,389.68,53.63,188.527,123.552,89.683,151.39,21.146,77.347,47.819,40.048,107.639,31.649,34.906,282.301,173.361,38.857,71.526,137.732,116.037,69.16,50.177,93.28,32.754,59.435,163.66,71.113,173.828,212.296,121.862,93.228,55.145,124.598,84.161,38.912,142.75,116.018,291.315,163.209,229.891,105.279,62.384,37.16,173.779,45.195,54.919,42.592,90.882,8.762,48.785,109.367,25.002,100.766,69.651,68.429,16.057,45.981,280.152,15.576,101.072,135.162,59.873,99.666,274.904,148.54,77.364,28.372,186.094,39.171,23.682,38.156,35.737
2020-06-02,78.267,83.07,390.44,53.54,185.877,123.62,91.834,153.31,21.344,77.347,48.105,41.174,110.158,32.122,35.558,281.202,171.267,39.352,72.99,141.25,116.018,69.342,50.646,96.509,34.16,57.933,162.6,71.482,177.488,216.949,123.671,94.057,55.376,125.495,84.443,38.838,144.07,118.404,293.432,163.366,230.694,106.673,63.388,37.891,175.756,45.663,55.123,42.731,91.978,8.781,48.987,109.071,25.496,101.462,73.932,67.958,16.544,46.22,282.472,15.606,100.53,134.671,58.771,103.734,275.245,149.801,78.837,28.318,188.019,39.606,23.953,38.15,36.532
2020-06-03,78.698,81.975,389.92,52.73,183.617,123.92,97.701,173.16,22.332,77.347,47.756,43.199,113.526,32.531,36.298,280.79,172.014,39.394,74.91,146.237,119.369,70.575,51.856,99.299,35.662,58.834,159.6,71.33,183.079,216.768,127.84,96.334,55.207,125.834,89.001,39.666,142.825,119.176,296.796,168.33,228.156,109.089,64.344,38.997,176.183,47.711,55.763,42.197,95.055,8.725,49.18,109.227,25.496,101.866,74.046,69.53,17.202,46.785,286.231,15.868,102.966,132.88,58.864,107.573,274.383,156.032,80.77,29.911,188.507,39.908,25.203,38.005,38.023
2020-06-04,78.02,79.15,385.8,52.63,183.517,123.03,98.758,184.3,23.171,77.347,48.295,45.07,115.196,32.524,35.968,284.553,168.524,39.327,74.216,148.814,120.844,69.951,51.634,100.111,37.503,61.317,161.28,70.093,186.774,214.997,129.974,96.214,56.134,124.209,90.853,39.682,141.12,115.444,291.287,168.286,224.32,109.996,63.945,40.477,173.864,49.954,54.111,41.433,92.471,8.726,48.592,108.21,25.39,99.735,75.745,68.796,17.834,46.18,285.479,16.014,101.469,130.956,57.625,108.732,267.85,154.613,80.419,30.986,185.414,40.182,26.418,37.587,37.915
2020-06-05,80.242,80.594,392.9,53.1,187.497,124.15,101.715,205.43,24.322,77.33,48.644,47.669,120.699,33.154,39.089,285.735,170.923,40.141,77.708,153.967,121.948,70.781,52.522,102.269,38.181,60.693,158.01,71.368,189.469,220.136,134.525,98.581,57.355,124.691,94.942,40.651,139.716,117.498,301.445,171.7,228.761,113.284,64.501,41.175,177.932,52.392,54.646,41.96,93.776,8.879,49.63,109.76,25.376,101.694,77.955,71.767,19.29,46.578,292.796,16.503,102.797,130.023,59.044,111.15,280.223,161.974,83.107,32.764,191.131,40.547,27.686,37.417,40.988
2020-06-08,80.716,83.016,397.78,52.97,187.563,126.203,105.367,230.5,24.694,77.338,48.724,49.597,123.021,33.965,40.473,281.294,173.548,40.392,79.581,155.897,124.352,72.695,53.205,107.425,40.992,60.867,159.72,71.766,191.982,221.751,135.818,101.335,56.758,124.242,96.837,41.281,139.716,117.354,300.024,176.481,229.386,112.919,65.003,41.69,179.035,52.373,55.956,41.949,95.219,8.764,50.66,109.569,25.799,102.313,80.438,73.008,20.746,48.029,296.335,16.734,103.508,130.523,63.328,112.351,278.094,159.196,86.069,33.646,191.121,40.793,29.129,37.319,42.27
2020-06-09,83.265,80.962,397.16,56.39,186.857,130.043,102.392,216.74,24.417,77.338,48.327,48.188,119.868,33.201,39.122,279.792,171.591,40.325,78.263,152.203,121.04,71.438,52.514,104.052,38.86,61.357,161.26,71.966,189.626,221.742,131.799,98.439,56.197,123.557,94.353,40.577,139.641,116.242,301.068,173.756,236.592,112.804,64.501,41.898,180.404,51.837,55.567,43.405,93.703,9.004,49.814,110.199,25.531,101.703,79.011,71.968,19.746,47.303,294.126,16.427,102.112,132.006,62.711,111.725,277.851,156.129,84.027,32.555,190.623,40.632,28.525,37.353,41.328
2020-06-10,85.407,82.657,406.82,57.44,188.702,132.372,98.406,203.41,23.015,77.347,47.716,45.24,118.305,32.579,36.933,281.422,179.003,39.797,75.218,148.684,119.369,71.335,52.399,100.967,36.873,60.946,163.57,72.591,185.644,219.747,128.481,96.946,56.936,125.114,90.529,40.262,141.392,116.717,302.672,170.516,234.669,110.909,64.117,40.477,187.095,51.173,55.163,43.448,93.238,9.324,49.75,111.161,25.327,102.468,80.121,69.032,18.386,47.176,292.485,16.185,101.503,133.963,68.337,111.116,274.742,153.736,83.092,30.406,191.964,40.765,25.973,37.294,39.112
2020-06-11,81.307,78.729,387.67,52.83,181.872,127.898,91.398,170.0,20.705,77.33,44.98,39.19,108.577,30.917,33.885,275.47,169.124,36.65,68.89,139.532,110.048,68.875,49.593,92.632,33.675,58.113,162.39,69.479,168.785,206.81,119.578,88.093,53.219,119.248,82.975,37.712,134.912,111.191,281.505,163.296,222.476,103.114,60.651,37.052,177.048,47.321,53.346,42.556,86.892,8.756,47.176,105.948,23.479,99.915,73.967,63.405,16.237,44.698,275.623,15.193,99.82,136.495,64.856,105.374,254.955,143.097,78.292,27.947,180.856,39.642,23.42,36.965,35.66
2020-06-12,82.009,79.841,406.54,53.5,181.041,127.251,94.253,189.51,21.441,77.347,44.552,42.316,110.006,31.082,35.18,273.519,172.132,37.824,71.218,143.116,112.833,68.606,50.449,95.444,35.129,58.401,162.62,70.025,175.436,209.384,120.47,91.004,52.889,120.332,85.245,38.104,134.407,113.084,287.826,164.742,226.59,104.799,60.304,38.473,178.446,47.487,53.041,41.807,88.043,8.891,47.681,106.909,23.797,99.365,75.041,66.734,16.667,44.761,278.924,15.359,98.881,135.179,62.352,104.833,256.231,145.63,79.079,29.006,184.093,39.698,24.452,36.242,36.424
2020-06-15,83.023,80.316,401.34,54.68,182.603,128.634,96.357,190.94,21.761,77.347,43.703,42.907,110.417,31.374,34.874,272.127,175.573,38.059,70.323,143.577,114.386,68.78,50.656,96.135,35.08,59.015,162.33,70.413,179.375,208.442,122.237,90.81,53.576,119.57,86.423,38.689,132.515,114.591,287.227,165.021,230.476,106.734,58.502,39.404,179.586,48.023,53.398,42.55,89.33,9.131,48.959,108.136,23.522,100.285,76.053,67.241,16.948,44.961,281.528,15.359,99.938,135.254,66.06,105.053,257.247,147.164,82.32,29.988,183.614,39.431,24.661,36.346,36.401
2020-06-16,85.223,80.486,411.67,54.46,188.494,130.764,97.905,197.77,22.323,77.347,45.258,44.098,116.224,31.31,36.29,275.955,177.411,39.008,72.482,146.191,115.715,68.772,51.282,97.472,36.195,59.534,162.25,71.688,182.227,215.861,124.305,93.422,53.843,122.287,87.115,39.082,153.293,118.189,294.292,165.744,233.599,108.047,60.833,40.369,183.987,49.759,53.312,43.613,90.426,9.027,50.191,109.122,23.55,101.523,78.809,68.01,17.149,44.801,286.947,15.5,100.835,133.18,65.475,106.643,263.285,149.828,82.468,30.421,184.686,39.972,24.932,36.829,37.22
2020-06-17,85.105,81.527,413.49,54.55,187.746,132.049,96.367,192.54,21.631,77.347,45.17,42.923,114.544,30.893,35.413,274.353,178.315,38.748,70.562,143.614,114.943,68.187,51.473,97.558,35.08,58.847,162.56,71.989,179.271,216.638,123.663,92.676,53.923,121.914,84.912,38.923,149.791,121.697,293.597,166.153,233.48,107.742,60.296,39.704,184.624,49.701,53.49,44.777,90.581,9.193,47.369,109.196,23.663,101.351,79.179,67.363,17.395,44.658,285.755,15.239,100.04,133.73,66.119,106.736,262.926,150.003,83.372,29.779,185.338,39.782,23.997,36.639,36.007
2020-06-18,85.139,80.971,420.46,54.04,191.36,132.699,94.698,192.29,21.666,77.338,44.393,42.956,113.973,31.066,35.759,274.316,184.469,38.462,70.871,143.023,115.647,67.839,51.198,99.522,35.274,59.071,162.24,71.076,177.227,215.222,123.571,92.683,53.558,121.398,84.452,39.266,150.821,120.71,294.65,165.021,233.886,107.736,60.24,39.554,186.601,49.232,53.475,44.987,89.887,9.175,49.364,110.042,23.437,102.511,79.161,66.673,17.702,44.714,285.865,15.284,99.219,135.146,66.931,106.533,261.919,149.723,83.832,29.826,185.673,39.951,24.084,36.318,36.231
2020-06-19,84.652,81.33,428.01,54.23,198.323,133.751,93.567,187.02,21.847,77.338,44.742,42.859,113.856,30.798,35.156,274.618,183.771,38.034,69.861,143.023,111.719,64.944,50.948,98.975,34.644,61.807,164.03,70.606,175.306,213.011,121.187,91.422,53.148,121.754,83.487,38.455,149.763,120.064,286.579,162.469,236.711,107.018,61.568,39.014,185.489,49.574,52.031,45.372,87.449,9.219,50.017,108.799,23.564,102.201,78.184,65.878,17.29,42.721,284.231,15.264,101.977,135.254,66.727,105.611,262.831,147.094,83.98,30.058,184.035,39.438,24.128,36.891,35.505
2020-06-22,86.867,81.025,438.64,54.76,194.576,135.691,92.177,188.52,21.302,77.338,45.654,42.162,112.365,30.279,35.043,275.122,188.391,37.9,70.601,142.737,113.253,65.276,51.557,98.795,34.111,60.371,165.09,71.895,176.862,215.179,120.829,90.377,53.567,121.381,82.582,38.221,150.241,120.862,294.254,163.253,237.138,106.03,60.659,39.388,190.64,49.886,53.069,46.804,90.855,9.483,50.679,108.608,23.345,101.196,78.466,65.878,17.386,43.566,286.054,15.163,103.558,135.271,66.288,105.899,264.121,147.4,83.302,29.555,186.678,39.087,23.91,37.454,35.845
2020-06-23,88.721,81.886,440.55,53.99,195.872,138.221,92.158,187.88,21.449,77.338,46.304,42.883,112.776,30.877,35.244,275.891,185.845,38.16,70.485,142.183,113.908,64.738,51.841,100.011,33.917,59.877,166.48,72.556,178.045,216.172,120.762,89.138,53.415,120.933,83.589,38.138,149.201,120.468,296.612,162.521,240.131,106.808,60.952,39.812,191.914,48.608,52.246,46.626,93.055,9.406,50.743,108.865,23.106,101.179,78.659,65.957,17.167,42.45,287.371,15.234,102.772,134.346,66.785,107.074,268.57,148.417,86.193,29.849,189.56,38.581,23.805,37.267,36.061
2020-06-24,87.155,78.298,431.68,52.39,193.18,136.72,88.506,176.69,20.601,77.338,45.813,41.15,109.033,30.373,32.975,272.896,182.395,37.556,67.556,138.978,109.492,63.647,50.514,97.149,31.64,60.579,165.9,71.005,172.167,212.562,115.335,86.906,52.675,118.359,80.798,37.311,147.038,118.404,284.173,160.492,231.983,103.005,59.964,39.03,188.046,47.097,51.915,45.785,91.375,9.193,50.053,107.373,22.697,100.053,78.474,64.34,15.667,41.741,280.041,14.816,101.266,135.787,64.057,104.85,260.972,145.078,85.328,28.511,183.279,37.872,22.834,37.029,34.363
2020-06-25,88.312,80.379,436.95,51.93,195.34,137.729,90.703,174.88,21.389,77.347,46.146,42.664,111.4,30.381,33.836,275.195,185.137,37.95,68.766,142.635,108.798,62.84,51.231,97.882,32.367,60.228,165.8,71.422,180.062,211.914,118.761,88.854,52.158,118.232,83.615,37.544,152.497,118.216,288.039,159.16,233.628,104.663,60.517,40.56,190.422,47.974,51.376,46.591,92.58,9.446,50.136,108.906,22.788,101.316,78.316,64.524,16.158,40.841,283.043,14.967,101.342,136.178,65.732,105.755,267.325,146.366,86.123,29.424,185.74,38.118,23.927,36.848,34.88
2020-06-26,85.599,79.563,426.92,50.1,193.454,134.643,86.596,170.01,20.03,77.338,45.638,40.154,109.328,30.444,32.461,271.56,180.055,38.865,66.646,137.639,106.59,62.429,50.489,93.995,31.445,59.494,166.54,67.528,164.49,208.14,115.218,87.48,51.258,116.658,79.031,36.408,152.469,116.098,279.659,156.53,214.199,103.208,59.426,39.113,186.61,47.292,50.745,44.34,85.523,9.113,49.814,106.851,22.591,99.03,77.488,62.532,15.299,40.578,276.32,14.644,98.982,137.636,63.983,104.326,258.896,142.528,83.629,27.885,181.23,37.331,22.152,36.42,33.683
2020-06-29,87.571,79.832,424.2,50.28,192.39,134.019,87.616,194.49,20.238,77.338,45.844,40.729,111.882,30.672,33.225,276.166,180.212,38.731,67.579,142.68,108.954,63.473,50.898,97.224,32.998,59.486,166.63,69.244,168.211,212.553,119.411,89.391,51.944,117.699,79.381,37.068,152.366,119.786,283.129,159.195,218.719,105.272,60.161,39.271,188.616,47.935,51.179,44.724,87.531,9.158,50.348,108.633,23.014,101.119,78.36,64.201,15.799,41.088,280.382,15.062,100.293,137.203,67.29,105.51,261.495,145.043,85.313,28.44,183.25,38.406,22.467,36.648,34.224
2020-06-30,88.302,82.002,435.31,52.61,195.963,137.941,88.246,183.3,20.549,77.338,46.638,41.385,112.999,30.886,33.804,277.649,184.144,39.142,68.782,145.873,108.944,63.188,50.806,101.322,33.143,61.385,167.37,70.279,171.819,216.344,120.537,90.153,53.335,119.045,80.286,37.336,153.733,121.221,285.806,160.649,225.093,105.557,61.118,40.152,193.435,50.247,51.593,45.504,89.522,9.454,50.817,109.611,23.056,102.76,80.297,64.297,16.132,41.319,283.973,15.223,101.444,136.537,71.987,107.37,266.179,148.163,86.637,28.808,184.964,38.715,22.38,36.869,34.533
2020-07-01,88.135,82.191,439.81,52.58,211.965,143.935,87.576,180.32,20.126,77.338,47.137,40.777,112.606,31.457,32.774,279.059,188.627,38.655,67.541,145.594,110.41,64.802,50.998,113.201,32.707,60.682,166.62,71.466,171.776,214.306,120.137,88.488,52.426,118.833,79.603,37.453,152.909,121.679,291.093,160.814,235.482,105.178,61.742,39.579,194.566,48.472,52.901,48.564,88.928,9.486,51.019,109.694,23.79,103.112,79.038,64.681,15.544,42.132,285.962,15.057,100.623,136.271,74.642,105.535,268.688,146.244,89.162,28.151,185.548,38.392,21.934,36.842,33.753
2020-07-02,88.135,82.72,442.95,52.34,214.557,144.515,87.837,180.81,20.151,77.347,47.265,40.939,114.089,31.1,33.611,279.966,189.256,38.596,68.073,146.569,109.599,64.73,51.557,112.348,33.095,60.914,166.98,72.851,171.628,214.609,120.895,89.354,52.711,119.333,79.862,37.503,153.443,121.75,292.301,159.822,231.388,106.267,62.264,39.728,196.049,48.599,52.931,47.689,89.869,9.568,51.433,110.1,24.332,103.886,80.878,64.463,15.772,42.068,287.537,15.148,100.759,136.413,80.577,106.389,269.166,148.171,89.115,28.08,187.358,38.476,22.152,36.694,34.038
2020-07-06,90.493,83.383,452.59,53.4,212.904,152.852,89.932,187.91,20.472,77.338,48.104,42.089,115.616,31.956,33.49,285.231,194.358,39.264,68.273,148.722,111.797,63.125,52.4,112.919,33.968,61.241,167.98,74.323,180.288,215.515,122.729,89.72,53.077,121.034,81.879,37.795,156.271,121.795,295.346,164.159,238.188,106.984,62.896,40.585,200.269,49.662,53.052,49.381,91.257,9.794,52.039,110.473,24.332,104.53,81.802,65.913,16.448,41.924,291.976,15.354,100.86,135.854,91.439,109.535,273.272,150.871,89.895,28.816,189.359,38.792,22.283,36.595,34.278
2020-07-07,90.212,82.926,449.36,52.93,210.328,150.006,86.608,178.88,19.909,77.338,48.184,40.753,113.624,31.75,32.694,289.571,193.04,38.596,66.531,147.311,111.016,63.924,51.632,114.559,32.804,60.97,169.04,73.841,173.332,213.615,120.854,87.772,51.98,120.924,79.569,37.778,156.14,121.131,289.875,161.825,238.763,104.765,62.216,39.479,197.94,47.877,53.0,49.316,88.627,9.826,51.773,110.697,23.994,105.038,81.115,64.873,15.948,42.012,288.964,15.269,99.862,137.764,92.657,108.748,267.713,148.785,89.186,27.838,185.95,38.651,21.383,39.076,33.39
2020-07-08,92.313,83.034,457.68,53.43,209.032,154.055,86.505,180.08,19.987,77.338,47.601,41.206,114.455,31.489,33.016,289.654,196.874,38.748,66.562,147.014,113.976,64.414,52.066,114.574,33.289,60.323,170.09,74.519,175.845,215.187,121.37,87.869,52.247,121.28,80.413,37.661,158.368,121.786,290.495,161.851,241.46,104.602,61.584,40.66,202.294,48.482,54.407,50.278,90.243,10.169,52.095,111.235,23.797,105.613,82.339,64.777,15.851,42.283,291.175,15.339,99.558,137.214,91.059,109.307,269.256,148.136,89.201,27.783,186.783,38.89,21.462,38.304,33.312
2020-07-09,92.71,84.011,460.84,57.26,209.09,159.132,84.336,173.28,19.702,77.338,46.442,40.048,112.311,31.132,30.852,298.097,197.326,39.501,63.779,146.337,114.122,63.069,51.473,112.536,31.93,59.605,169.63,75.266,171.133,214.142,117.852,86.376,52.078,120.619,78.672,36.692,155.859,121.661,285.114,160.527,242.372,102.484,60.612,39.496,203.71,48.745,54.132,50.776,88.554,10.461,52.894,109.984,23.592,105.261,82.093,64.279,15.027,41.39,289.517,15.22,99.727,139.398,92.952,110.296,262.758,145.464,89.186,26.774,184.045,38.304,21.016,39.323,31.938
2020-07-10,92.872,83.446,466.2,55.88,206.914,160.0,86.812,178.44,20.783,77.347,45.899,42.64,114.348,32.099,31.93,298.728,195.498,39.467,65.698,147.673,116.594,64.319,52.024,114.596,32.464,60.89,169.19,76.274,178.723,215.999,118.753,88.346,53.068,120.518,82.973,37.728,152.965,123.294,286.168,161.006,242.937,103.432,60.643,41.399,203.092,49.447,55.767,54.873,89.467,10.431,52.766,111.434,23.853,106.473,81.441,64.908,15.606,42.418,292.473,15.524,100.539,138.698,102.977,110.381,262.822,145.814,89.669,28.511,184.37,38.695,22.266,40.225,32.934
